coffee_type,size,sugar,sugar_type,milk,extra,cost
ellinikos,double,medium,saccharin,coconut,caramel syrup,2.4000000000000004
ellinikos,double,medium,saccharin,coconut,hazelnut syrup,2.4000000000000004
ellinikos,double,medium,saccharin,coconut,vanilla syrup,2.4000000000000004
ellinikos,double,medium,saccharin,coconut,cinnamon powder,2.1
ellinikos,double,medium,saccharin,coconut,chocolate powder,2.1
ellinikos,double,medium,saccharin,oat,,2.1
ellinikos,double,medium,saccharin,oat,chocolate syrup,2.4000000000000004
ellinikos,double,medium,saccharin,oat,strawberry syrup,2.4000000000000004
ellinikos,double,medium,saccharin,oat,caramel syrup,2.4000000000000004
ellinikos,double,medium,saccharin,oat,hazelnut syrup,2.4000000000000004
ellinikos,double,medium,saccharin,oat,vanilla syrup,2.4000000000000004
ellinikos,double,medium,saccharin,oat,cinnamon powder,2.1
ellinikos,double,medium,saccharin,oat,chocolate powder,2.1
ellinikos,double,medium,stevia,,,1.7000000000000002
ellinikos,double,medium,stevia,,chocolate syrup,2.0
ellinikos,double,medium,stevia,,strawberry syrup,2.0
ellinikos,double,medium,stevia,,caramel syrup,2.0
ellinikos,double,medium,stevia,,hazelnut syrup,2.0
ellinikos,double,medium,stevia,,vanilla syrup,2.0
ellinikos,double,medium,stevia,,cinnamon powder,1.7000000000000002
ellinikos,double,medium,stevia,,chocolate powder,1.7000000000000002
ellinikos,double,medium,stevia,fresh,,1.7000000000000002
ellinikos,double,medium,stevia,fresh,chocolate syrup,2.0
ellinikos,double,medium,stevia,fresh,strawberry syrup,2.0
ellinikos,double,medium,stevia,fresh,caramel syrup,2.0
ellinikos,double,medium,stevia,fresh,hazelnut syrup,2.0
ellinikos,double,medium,stevia,fresh,vanilla syrup,2.0
ellinikos,double,medium,stevia,fresh,cinnamon powder,1.7000000000000002
ellinikos,double,medium,stevia,fresh,chocolate powder,1.7000000000000002
ellinikos,double,medium,stevia,evapore,,1.7000000000000002
ellinikos,double,medium,stevia,evapore,chocolate syrup,2.0
ellinikos,double,medium,stevia,evapore,strawberry syrup,2.0
ellinikos,double,medium,stevia,evapore,caramel syrup,2.0
ellinikos,double,medium,stevia,evapore,hazelnut syrup,2.0
ellinikos,double,medium,stevia,evapore,vanilla syrup,2.0
ellinikos,double,medium,stevia,evapore,cinnamon powder,1.7000000000000002
ellinikos,double,medium,stevia,evapore,chocolate powder,1.7000000000000002
ellinikos,double,medium,stevia,almond,,2.1
ellinikos,double,medium,stevia,almond,chocolate syrup,2.4000000000000004
ellinikos,double,medium,stevia,almond,strawberry syrup,2.4000000000000004
ellinikos,double,medium,stevia,almond,caramel syrup,2.4000000000000004
ellinikos,double,medium,stevia,almond,hazelnut syrup,2.4000000000000004
ellinikos,double,medium,stevia,almond,vanilla syrup,2.4000000000000004
ellinikos,double,medium,stevia,almond,cinnamon powder,2.1
ellinikos,double,medium,stevia,almond,chocolate powder,2.1
ellinikos,double,medium,stevia,coconut,,2.1
ellinikos,double,medium,stevia,coconut,chocolate syrup,2.4000000000000004
ellinikos,double,medium,stevia,coconut,strawberry syrup,2.4000000000000004
ellinikos,double,medium,stevia,coconut,caramel syrup,2.4000000000000004
ellinikos,double,medium,stevia,coconut,hazelnut syrup,2.4000000000000004
ellinikos,double,medium,stevia,coconut,vanilla syrup,2.4000000000000004
ellinikos,double,medium,stevia,coconut,cinnamon powder,2.1
ellinikos,double,medium,stevia,coconut,chocolate powder,2.1
ellinikos,double,medium,stevia,oat,,2.1
ellinikos,double,medium,stevia,oat,chocolate syrup,2.4000000000000004
ellinikos,double,medium,stevia,oat,strawberry syrup,2.4000000000000004
ellinikos,double,medium,stevia,oat,caramel syrup,2.4000000000000004
ellinikos,double,medium,stevia,oat,hazelnut syrup,2.4000000000000004
ellinikos,double,medium,stevia,oat,vanilla syrup,2.4000000000000004
ellinikos,double,medium,stevia,oat,cinnamon powder,2.1
ellinikos,double,medium,stevia,oat,chocolate powder,2.1
ellinikos,double,medium,honey,,,2.0
ellinikos,double,medium,honey,,chocolate syrup,2.3000000000000003
ellinikos,double,medium,honey,,strawberry syrup,2.3000000000000003
ellinikos,double,medium,honey,,caramel syrup,2.3000000000000003
ellinikos,double,medium,honey,,hazelnut syrup,2.3000000000000003
ellinikos,double,medium,honey,,vanilla syrup,2.3000000000000003
ellinikos,double,medium,honey,,cinnamon powder,2.0
ellinikos,double,medium,honey,,chocolate powder,2.0
ellinikos,double,medium,honey,fresh,,2.0
ellinikos,double,medium,honey,fresh,chocolate syrup,2.3000000000000003
ellinikos,double,medium,honey,fresh,strawberry syrup,2.3000000000000003
ellinikos,double,medium,honey,fresh,caramel syrup,2.3000000000000003
ellinikos,double,medium,honey,fresh,hazelnut syrup,2.3000000000000003
ellinikos,double,medium,honey,fresh,vanilla syrup,2.3000000000000003
ellinikos,double,medium,honey,fresh,cinnamon powder,2.0
ellinikos,double,medium,honey,fresh,chocolate powder,2.0
ellinikos,double,medium,honey,evapore,,2.0
ellinikos,double,medium,honey,evapore,chocolate syrup,2.3000000000000003
ellinikos,double,medium,honey,evapore,strawberry syrup,2.3000000000000003
ellinikos,double,medium,honey,evapore,caramel syrup,2.3000000000000003
ellinikos,double,medium,honey,evapore,hazelnut syrup,2.3000000000000003
ellinikos,double,medium,honey,evapore,vanilla syrup,2.3000000000000003
ellinikos,double,medium,honey,evapore,cinnamon powder,2.0
ellinikos,double,medium,honey,evapore,chocolate powder,2.0
ellinikos,double,medium,honey,almond,,2.4000000000000004
ellinikos,double,medium,honey,almond,chocolate syrup,2.7
ellinikos,double,medium,honey,almond,strawberry syrup,2.7
ellinikos,double,medium,honey,almond,caramel syrup,2.7
ellinikos,double,medium,honey,almond,hazelnut syrup,2.7
ellinikos,double,medium,honey,almond,vanilla syrup,2.7
ellinikos,double,medium,honey,almond,cinnamon powder,2.4000000000000004
ellinikos,double,medium,honey,almond,chocolate powder,2.4000000000000004
ellinikos,double,medium,honey,coconut,,2.4000000000000004
ellinikos,double,medium,honey,coconut,chocolate syrup,2.7
ellinikos,double,medium,honey,coconut,strawberry syrup,2.7
ellinikos,double,medium,honey,coconut,caramel syrup,2.7
ellinikos,double,medium,honey,coconut,hazelnut syrup,2.7
ellinikos,double,medium,honey,coconut,vanilla syrup,2.7
ellinikos,double,medium,honey,coconut,cinnamon powder,2.4000000000000004
ellinikos,double,medium,honey,coconut,chocolate powder,2.4000000000000004
ellinikos,double,medium,honey,oat,,2.4000000000000004
ellinikos,double,medium,honey,oat,chocolate syrup,2.7
ellinikos,double,medium,honey,oat,strawberry syrup,2.7
ellinikos,double,medium,honey,oat,caramel syrup,2.7
ellinikos,double,medium,honey,oat,hazelnut syrup,2.7
ellinikos,double,medium,honey,oat,vanilla syrup,2.7
ellinikos,double,medium,honey,oat,cinnamon powder,2.4000000000000004
ellinikos,double,medium,honey,oat,chocolate powder,2.4000000000000004
ellinikos,double,medium-to-sweet,white,,,1.7000000000000002
ellinikos,double,medium-to-sweet,white,,chocolate syrup,2.0
ellinikos,double,medium-to-sweet,white,,strawberry syrup,2.0
ellinikos,double,medium-to-sweet,white,,caramel syrup,2.0
ellinikos,double,medium-to-sweet,white,,hazelnut syrup,2.0
ellinikos,double,medium-to-sweet,white,,vanilla syrup,2.0
ellinikos,double,medium-to-sweet,white,,cinnamon powder,1.7000000000000002
ellinikos,double,medium-to-sweet,white,,chocolate powder,1.7000000000000002
ellinikos,double,medium-to-sweet,white,fresh,,1.7000000000000002
ellinikos,double,medium-to-sweet,white,fresh,chocolate syrup,2.0
ellinikos,double,medium-to-sweet,white,fresh,strawberry syrup,2.0
ellinikos,double,medium-to-sweet,white,fresh,caramel syrup,2.0
ellinikos,double,medium-to-sweet,white,fresh,hazelnut syrup,2.0
ellinikos,double,medium-to-sweet,white,fresh,vanilla syrup,2.0
ellinikos,double,medium-to-sweet,white,fresh,cinnamon powder,1.7000000000000002
ellinikos,double,medium-to-sweet,white,fresh,chocolate powder,1.7000000000000002
ellinikos,double,medium-to-sweet,white,evapore,,1.7000000000000002
ellinikos,double,medium-to-sweet,white,evapore,chocolate syrup,2.0
ellinikos,double,medium-to-sweet,white,evapore,strawberry syrup,2.0
ellinikos,double,medium-to-sweet,white,evapore,caramel syrup,2.0
ellinikos,double,medium-to-sweet,white,evapore,hazelnut syrup,2.0
ellinikos,double,medium-to-sweet,white,evapore,vanilla syrup,2.0
ellinikos,double,medium-to-sweet,white,evapore,cinnamon powder,1.7000000000000002
ellinikos,double,medium-to-sweet,white,evapore,chocolate powder,1.7000000000000002
ellinikos,double,medium-to-sweet,white,almond,,2.1
ellinikos,double,medium-to-sweet,white,almond,chocolate syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,almond,strawberry syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,almond,caramel syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,almond,hazelnut syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,almond,vanilla syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,almond,cinnamon powder,2.1
ellinikos,double,medium-to-sweet,white,almond,chocolate powder,2.1
ellinikos,double,medium-to-sweet,white,coconut,,2.1
ellinikos,double,medium-to-sweet,white,coconut,chocolate syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,coconut,strawberry syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,coconut,caramel syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,coconut,hazelnut syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,coconut,vanilla syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,coconut,cinnamon powder,2.1
ellinikos,double,medium-to-sweet,white,coconut,chocolate powder,2.1
ellinikos,double,medium-to-sweet,white,oat,,2.1
ellinikos,double,medium-to-sweet,white,oat,chocolate syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,oat,strawberry syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,oat,caramel syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,oat,hazelnut syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,oat,vanilla syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,white,oat,cinnamon powder,2.1
ellinikos,double,medium-to-sweet,white,oat,chocolate powder,2.1
ellinikos,double,medium-to-sweet,brown,,,1.7000000000000002
ellinikos,double,medium-to-sweet,brown,,chocolate syrup,2.0
ellinikos,double,medium-to-sweet,brown,,strawberry syrup,2.0
ellinikos,double,medium-to-sweet,brown,,caramel syrup,2.0
ellinikos,double,medium-to-sweet,brown,,hazelnut syrup,2.0
ellinikos,double,medium-to-sweet,brown,,vanilla syrup,2.0
ellinikos,double,medium-to-sweet,brown,,cinnamon powder,1.7000000000000002
ellinikos,double,medium-to-sweet,brown,,chocolate powder,1.7000000000000002
ellinikos,double,medium-to-sweet,brown,fresh,,1.7000000000000002
ellinikos,double,medium-to-sweet,brown,fresh,chocolate syrup,2.0
ellinikos,double,medium-to-sweet,brown,fresh,strawberry syrup,2.0
ellinikos,double,medium-to-sweet,brown,fresh,caramel syrup,2.0
ellinikos,double,medium-to-sweet,brown,fresh,hazelnut syrup,2.0
ellinikos,double,medium-to-sweet,brown,fresh,vanilla syrup,2.0
ellinikos,double,medium-to-sweet,brown,fresh,cinnamon powder,1.7000000000000002
ellinikos,double,medium-to-sweet,brown,fresh,chocolate powder,1.7000000000000002
ellinikos,double,medium-to-sweet,brown,evapore,,1.7000000000000002
ellinikos,double,medium-to-sweet,brown,evapore,chocolate syrup,2.0
ellinikos,double,medium-to-sweet,brown,evapore,strawberry syrup,2.0
ellinikos,double,medium-to-sweet,brown,evapore,caramel syrup,2.0
ellinikos,double,medium-to-sweet,brown,evapore,hazelnut syrup,2.0
ellinikos,double,medium-to-sweet,brown,evapore,vanilla syrup,2.0
ellinikos,double,medium-to-sweet,brown,evapore,cinnamon powder,1.7000000000000002
ellinikos,double,medium-to-sweet,brown,evapore,chocolate powder,1.7000000000000002
ellinikos,double,medium-to-sweet,brown,almond,,2.1
ellinikos,double,medium-to-sweet,brown,almond,chocolate syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,almond,strawberry syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,almond,caramel syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,almond,hazelnut syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,almond,vanilla syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,almond,cinnamon powder,2.1
ellinikos,double,medium-to-sweet,brown,almond,chocolate powder,2.1
ellinikos,double,medium-to-sweet,brown,coconut,,2.1
ellinikos,double,medium-to-sweet,brown,coconut,chocolate syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,coconut,strawberry syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,coconut,caramel syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,coconut,hazelnut syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,coconut,vanilla syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,coconut,cinnamon powder,2.1
ellinikos,double,medium-to-sweet,brown,coconut,chocolate powder,2.1
ellinikos,double,medium-to-sweet,brown,oat,,2.1
ellinikos,double,medium-to-sweet,brown,oat,chocolate syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,oat,strawberry syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,oat,caramel syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,oat,hazelnut syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,oat,vanilla syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,brown,oat,cinnamon powder,2.1
ellinikos,double,medium-to-sweet,brown,oat,chocolate powder,2.1
ellinikos,double,medium-to-sweet,saccharin,,,1.7000000000000002
ellinikos,double,medium-to-sweet,saccharin,,chocolate syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,,strawberry syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,,caramel syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,,hazelnut syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,,vanilla syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,,cinnamon powder,1.7000000000000002
ellinikos,double,medium-to-sweet,saccharin,,chocolate powder,1.7000000000000002
ellinikos,double,medium-to-sweet,saccharin,fresh,,1.7000000000000002
ellinikos,double,medium-to-sweet,saccharin,fresh,chocolate syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,fresh,strawberry syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,fresh,caramel syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,fresh,hazelnut syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,fresh,vanilla syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,fresh,cinnamon powder,1.7000000000000002
ellinikos,double,medium-to-sweet,saccharin,fresh,chocolate powder,1.7000000000000002
ellinikos,double,medium-to-sweet,saccharin,evapore,,1.7000000000000002
ellinikos,double,medium-to-sweet,saccharin,evapore,chocolate syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,evapore,strawberry syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,evapore,caramel syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,evapore,hazelnut syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,evapore,vanilla syrup,2.0
ellinikos,double,medium-to-sweet,saccharin,evapore,cinnamon powder,1.7000000000000002
ellinikos,double,medium-to-sweet,saccharin,evapore,chocolate powder,1.7000000000000002
ellinikos,double,medium-to-sweet,saccharin,almond,,2.1
ellinikos,double,medium-to-sweet,saccharin,almond,chocolate syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,almond,strawberry syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,almond,caramel syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,almond,hazelnut syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,almond,vanilla syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,almond,cinnamon powder,2.1
ellinikos,double,medium-to-sweet,saccharin,almond,chocolate powder,2.1
ellinikos,double,medium-to-sweet,saccharin,coconut,,2.1
ellinikos,double,medium-to-sweet,saccharin,coconut,chocolate syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,coconut,strawberry syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,coconut,caramel syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,coconut,hazelnut syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,coconut,vanilla syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,coconut,cinnamon powder,2.1
ellinikos,double,medium-to-sweet,saccharin,coconut,chocolate powder,2.1
ellinikos,double,medium-to-sweet,saccharin,oat,,2.1
ellinikos,double,medium-to-sweet,saccharin,oat,chocolate syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,oat,strawberry syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,oat,caramel syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,oat,hazelnut syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,oat,vanilla syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,saccharin,oat,cinnamon powder,2.1
ellinikos,double,medium-to-sweet,saccharin,oat,chocolate powder,2.1
ellinikos,double,medium-to-sweet,stevia,,,1.7000000000000002
ellinikos,double,medium-to-sweet,stevia,,chocolate syrup,2.0
ellinikos,double,medium-to-sweet,stevia,,strawberry syrup,2.0
ellinikos,double,medium-to-sweet,stevia,,caramel syrup,2.0
ellinikos,double,medium-to-sweet,stevia,,hazelnut syrup,2.0
ellinikos,double,medium-to-sweet,stevia,,vanilla syrup,2.0
ellinikos,double,medium-to-sweet,stevia,,cinnamon powder,1.7000000000000002
ellinikos,double,medium-to-sweet,stevia,,chocolate powder,1.7000000000000002
ellinikos,double,medium-to-sweet,stevia,fresh,,1.7000000000000002
ellinikos,double,medium-to-sweet,stevia,fresh,chocolate syrup,2.0
ellinikos,double,medium-to-sweet,stevia,fresh,strawberry syrup,2.0
ellinikos,double,medium-to-sweet,stevia,fresh,caramel syrup,2.0
ellinikos,double,medium-to-sweet,stevia,fresh,hazelnut syrup,2.0
ellinikos,double,medium-to-sweet,stevia,fresh,vanilla syrup,2.0
ellinikos,double,medium-to-sweet,stevia,fresh,cinnamon powder,1.7000000000000002
ellinikos,double,medium-to-sweet,stevia,fresh,chocolate powder,1.7000000000000002
ellinikos,double,medium-to-sweet,stevia,evapore,,1.7000000000000002
ellinikos,double,medium-to-sweet,stevia,evapore,chocolate syrup,2.0
ellinikos,double,medium-to-sweet,stevia,evapore,strawberry syrup,2.0
ellinikos,double,medium-to-sweet,stevia,evapore,caramel syrup,2.0
ellinikos,double,medium-to-sweet,stevia,evapore,hazelnut syrup,2.0
ellinikos,double,medium-to-sweet,stevia,evapore,vanilla syrup,2.0
ellinikos,double,medium-to-sweet,stevia,evapore,cinnamon powder,1.7000000000000002
ellinikos,double,medium-to-sweet,stevia,evapore,chocolate powder,1.7000000000000002
ellinikos,double,medium-to-sweet,stevia,almond,,2.1
ellinikos,double,medium-to-sweet,stevia,almond,chocolate syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,almond,strawberry syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,almond,caramel syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,almond,hazelnut syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,almond,vanilla syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,almond,cinnamon powder,2.1
ellinikos,double,medium-to-sweet,stevia,almond,chocolate powder,2.1
ellinikos,double,medium-to-sweet,stevia,coconut,,2.1
ellinikos,double,medium-to-sweet,stevia,coconut,chocolate syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,coconut,strawberry syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,coconut,caramel syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,coconut,hazelnut syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,coconut,vanilla syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,coconut,cinnamon powder,2.1
ellinikos,double,medium-to-sweet,stevia,coconut,chocolate powder,2.1
ellinikos,double,medium-to-sweet,stevia,oat,,2.1
ellinikos,double,medium-to-sweet,stevia,oat,chocolate syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,oat,strawberry syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,oat,caramel syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,oat,hazelnut syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,oat,vanilla syrup,2.4000000000000004
ellinikos,double,medium-to-sweet,stevia,oat,cinnamon powder,2.1
ellinikos,double,medium-to-sweet,stevia,oat,chocolate powder,2.1
ellinikos,double,medium-to-sweet,honey,,,2.0
ellinikos,double,medium-to-sweet,honey,,chocolate syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,,strawberry syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,,caramel syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,,hazelnut syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,,vanilla syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,,cinnamon powder,2.0
ellinikos,double,medium-to-sweet,honey,,chocolate powder,2.0
ellinikos,double,medium-to-sweet,honey,fresh,,2.0
ellinikos,double,medium-to-sweet,honey,fresh,chocolate syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,fresh,strawberry syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,fresh,caramel syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,fresh,hazelnut syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,fresh,vanilla syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,fresh,cinnamon powder,2.0
ellinikos,double,medium-to-sweet,honey,fresh,chocolate powder,2.0
ellinikos,double,medium-to-sweet,honey,evapore,,2.0
ellinikos,double,medium-to-sweet,honey,evapore,chocolate syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,evapore,strawberry syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,evapore,caramel syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,evapore,hazelnut syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,evapore,vanilla syrup,2.3000000000000003
ellinikos,double,medium-to-sweet,honey,evapore,cinnamon powder,2.0
ellinikos,double,medium-to-sweet,honey,evapore,chocolate powder,2.0
ellinikos,double,medium-to-sweet,honey,almond,,2.4000000000000004
ellinikos,double,medium-to-sweet,honey,almond,chocolate syrup,2.7
ellinikos,double,medium-to-sweet,honey,almond,strawberry syrup,2.7
ellinikos,double,medium-to-sweet,honey,almond,caramel syrup,2.7
ellinikos,double,medium-to-sweet,honey,almond,hazelnut syrup,2.7
ellinikos,double,medium-to-sweet,honey,almond,vanilla syrup,2.7
ellinikos,double,medium-to-sweet,honey,almond,cinnamon powder,2.4000000000000004
ellinikos,double,medium-to-sweet,honey,almond,chocolate powder,2.4000000000000004
ellinikos,double,medium-to-sweet,honey,coconut,,2.4000000000000004
ellinikos,double,medium-to-sweet,honey,coconut,chocolate syrup,2.7
ellinikos,double,medium-to-sweet,honey,coconut,strawberry syrup,2.7
ellinikos,double,medium-to-sweet,honey,coconut,caramel syrup,2.7
ellinikos,double,medium-to-sweet,honey,coconut,hazelnut syrup,2.7
ellinikos,double,medium-to-sweet,honey,coconut,vanilla syrup,2.7
ellinikos,double,medium-to-sweet,honey,coconut,cinnamon powder,2.4000000000000004
ellinikos,double,medium-to-sweet,honey,coconut,chocolate powder,2.4000000000000004
ellinikos,double,medium-to-sweet,honey,oat,,2.4000000000000004
ellinikos,double,medium-to-sweet,honey,oat,chocolate syrup,2.7
ellinikos,double,medium-to-sweet,honey,oat,strawberry syrup,2.7
ellinikos,double,medium-to-sweet,honey,oat,caramel syrup,2.7
ellinikos,double,medium-to-sweet,honey,oat,hazelnut syrup,2.7
ellinikos,double,medium-to-sweet,honey,oat,vanilla syrup,2.7
ellinikos,double,medium-to-sweet,honey,oat,cinnamon powder,2.4000000000000004
ellinikos,double,medium-to-sweet,honey,oat,chocolate powder,2.4000000000000004
ellinikos,double,sweet,white,,,1.7000000000000002
ellinikos,double,sweet,white,,chocolate syrup,2.0
ellinikos,double,sweet,white,,strawberry syrup,2.0
ellinikos,double,sweet,white,,caramel syrup,2.0
ellinikos,double,sweet,white,,hazelnut syrup,2.0
ellinikos,double,sweet,white,,vanilla syrup,2.0
ellinikos,double,sweet,white,,cinnamon powder,1.7000000000000002
ellinikos,double,sweet,white,,chocolate powder,1.7000000000000002
ellinikos,double,sweet,white,fresh,,1.7000000000000002
ellinikos,double,sweet,white,fresh,chocolate syrup,2.0
ellinikos,double,sweet,white,fresh,strawberry syrup,2.0
ellinikos,double,sweet,white,fresh,caramel syrup,2.0
ellinikos,double,sweet,white,fresh,hazelnut syrup,2.0
ellinikos,double,sweet,white,fresh,vanilla syrup,2.0
ellinikos,double,sweet,white,fresh,cinnamon powder,1.7000000000000002
ellinikos,double,sweet,white,fresh,chocolate powder,1.7000000000000002
ellinikos,double,sweet,white,evapore,,1.7000000000000002
ellinikos,double,sweet,white,evapore,chocolate syrup,2.0
ellinikos,double,sweet,white,evapore,strawberry syrup,2.0
ellinikos,double,sweet,white,evapore,caramel syrup,2.0
ellinikos,double,sweet,white,evapore,hazelnut syrup,2.0
ellinikos,double,sweet,white,evapore,vanilla syrup,2.0
ellinikos,double,sweet,white,evapore,cinnamon powder,1.7000000000000002
ellinikos,double,sweet,white,evapore,chocolate powder,1.7000000000000002
ellinikos,double,sweet,white,almond,,2.1
ellinikos,double,sweet,white,almond,chocolate syrup,2.4000000000000004
ellinikos,double,sweet,white,almond,strawberry syrup,2.4000000000000004
ellinikos,double,sweet,white,almond,caramel syrup,2.4000000000000004
ellinikos,double,sweet,white,almond,hazelnut syrup,2.4000000000000004
ellinikos,double,sweet,white,almond,vanilla syrup,2.4000000000000004
ellinikos,double,sweet,white,almond,cinnamon powder,2.1
ellinikos,double,sweet,white,almond,chocolate powder,2.1
ellinikos,double,sweet,white,coconut,,2.1
ellinikos,double,sweet,white,coconut,chocolate syrup,2.4000000000000004
ellinikos,double,sweet,white,coconut,strawberry syrup,2.4000000000000004
ellinikos,double,sweet,white,coconut,caramel syrup,2.4000000000000004
ellinikos,double,sweet,white,coconut,hazelnut syrup,2.4000000000000004
ellinikos,double,sweet,white,coconut,vanilla syrup,2.4000000000000004
ellinikos,double,sweet,white,coconut,cinnamon powder,2.1
ellinikos,double,sweet,white,coconut,chocolate powder,2.1
ellinikos,double,sweet,white,oat,,2.1
ellinikos,double,sweet,white,oat,chocolate syrup,2.4000000000000004
ellinikos,double,sweet,white,oat,strawberry syrup,2.4000000000000004
ellinikos,double,sweet,white,oat,caramel syrup,2.4000000000000004
ellinikos,double,sweet,white,oat,hazelnut syrup,2.4000000000000004
ellinikos,double,sweet,white,oat,vanilla syrup,2.4000000000000004
ellinikos,double,sweet,white,oat,cinnamon powder,2.1
ellinikos,double,sweet,white,oat,chocolate powder,2.1
ellinikos,double,sweet,brown,,,1.7000000000000002
ellinikos,double,sweet,brown,,chocolate syrup,2.0
ellinikos,double,sweet,brown,,strawberry syrup,2.0
ellinikos,double,sweet,brown,,caramel syrup,2.0
ellinikos,double,sweet,brown,,hazelnut syrup,2.0
ellinikos,double,sweet,brown,,vanilla syrup,2.0
