tee_type,variety,sugar,sugar_type,milk,extra,cost
tee,english breakfast,very sweet,saccharin,almond,hazelnut syrup,2.5
tee,english breakfast,very sweet,saccharin,almond,vanilla syrup,2.5
tee,english breakfast,very sweet,saccharin,almond,cinnamon powder,2.2
tee,english breakfast,very sweet,saccharin,almond,chocolate powder,2.2
tee,english breakfast,very sweet,saccharin,coconut,,2.2
tee,english breakfast,very sweet,saccharin,coconut,chocolate syrup,2.5
tee,english breakfast,very sweet,saccharin,coconut,strawberry syrup,2.5
tee,english breakfast,very sweet,saccharin,coconut,caramel syrup,2.5
tee,english breakfast,very sweet,saccharin,coconut,hazelnut syrup,2.5
tee,english breakfast,very sweet,saccharin,coconut,vanilla syrup,2.5
tee,english breakfast,very sweet,saccharin,coconut,cinnamon powder,2.2
tee,english breakfast,very sweet,saccharin,coconut,chocolate powder,2.2
tee,english breakfast,very sweet,saccharin,oat,,2.2
tee,english breakfast,very sweet,saccharin,oat,chocolate syrup,2.5
tee,english breakfast,very sweet,saccharin,oat,strawberry syrup,2.5
tee,english breakfast,very sweet,saccharin,oat,caramel syrup,2.5
tee,english breakfast,very sweet,saccharin,oat,hazelnut syrup,2.5
tee,english breakfast,very sweet,saccharin,oat,vanilla syrup,2.5
tee,english breakfast,very sweet,saccharin,oat,cinnamon powder,2.2
tee,english breakfast,very sweet,saccharin,oat,chocolate powder,2.2
tee,english breakfast,very sweet,stevia,,,1.8
tee,english breakfast,very sweet,stevia,,chocolate syrup,2.1
tee,english breakfast,very sweet,stevia,,strawberry syrup,2.1
tee,english breakfast,very sweet,stevia,,caramel syrup,2.1
tee,english breakfast,very sweet,stevia,,hazelnut syrup,2.1
tee,english breakfast,very sweet,stevia,,vanilla syrup,2.1
tee,english breakfast,very sweet,stevia,,cinnamon powder,1.8
tee,english breakfast,very sweet,stevia,,chocolate powder,1.8
tee,english breakfast,very sweet,stevia,fresh,,1.8
tee,english breakfast,very sweet,stevia,fresh,chocolate syrup,2.1
tee,english breakfast,very sweet,stevia,fresh,strawberry syrup,2.1
tee,english breakfast,very sweet,stevia,fresh,caramel syrup,2.1
tee,english breakfast,very sweet,stevia,fresh,hazelnut syrup,2.1
tee,english breakfast,very sweet,stevia,fresh,vanilla syrup,2.1
tee,english breakfast,very sweet,stevia,fresh,cinnamon powder,1.8
tee,english breakfast,very sweet,stevia,fresh,chocolate powder,1.8
tee,english breakfast,very sweet,stevia,evapore,,1.8
tee,english breakfast,very sweet,stevia,evapore,chocolate syrup,2.1
tee,english breakfast,very sweet,stevia,evapore,strawberry syrup,2.1
tee,english breakfast,very sweet,stevia,evapore,caramel syrup,2.1
tee,english breakfast,very sweet,stevia,evapore,hazelnut syrup,2.1
tee,english breakfast,very sweet,stevia,evapore,vanilla syrup,2.1
tee,english breakfast,very sweet,stevia,evapore,cinnamon powder,1.8
tee,english breakfast,very sweet,stevia,evapore,chocolate powder,1.8
tee,english breakfast,very sweet,stevia,almond,,2.2
tee,english breakfast,very sweet,stevia,almond,chocolate syrup,2.5
tee,english breakfast,very sweet,stevia,almond,strawberry syrup,2.5
tee,english breakfast,very sweet,stevia,almond,caramel syrup,2.5
tee,english breakfast,very sweet,stevia,almond,hazelnut syrup,2.5
tee,english breakfast,very sweet,stevia,almond,vanilla syrup,2.5
tee,english breakfast,very sweet,stevia,almond,cinnamon powder,2.2
tee,english breakfast,very sweet,stevia,almond,chocolate powder,2.2
tee,english breakfast,very sweet,stevia,coconut,,2.2
tee,english breakfast,very sweet,stevia,coconut,chocolate syrup,2.5
tee,english breakfast,very sweet,stevia,coconut,strawberry syrup,2.5
tee,english breakfast,very sweet,stevia,coconut,caramel syrup,2.5
tee,english breakfast,very sweet,stevia,coconut,hazelnut syrup,2.5
tee,english breakfast,very sweet,stevia,coconut,vanilla syrup,2.5
tee,english breakfast,very sweet,stevia,coconut,cinnamon powder,2.2
tee,english breakfast,very sweet,stevia,coconut,chocolate powder,2.2
tee,english breakfast,very sweet,stevia,oat,,2.2
tee,english breakfast,very sweet,stevia,oat,chocolate syrup,2.5
tee,english breakfast,very sweet,stevia,oat,strawberry syrup,2.5
tee,english breakfast,very sweet,stevia,oat,caramel syrup,2.5
tee,english breakfast,very sweet,stevia,oat,hazelnut syrup,2.5
tee,english breakfast,very sweet,stevia,oat,vanilla syrup,2.5
tee,english breakfast,very sweet,stevia,oat,cinnamon powder,2.2
tee,english breakfast,very sweet,stevia,oat,chocolate powder,2.2
tee,english breakfast,very sweet,honey,,,2.1
tee,english breakfast,very sweet,honey,,chocolate syrup,2.4
tee,english breakfast,very sweet,honey,,strawberry syrup,2.4
tee,english breakfast,very sweet,honey,,caramel syrup,2.4
tee,english breakfast,very sweet,honey,,hazelnut syrup,2.4
tee,english breakfast,very sweet,honey,,vanilla syrup,2.4
tee,english breakfast,very sweet,honey,,cinnamon powder,2.1
tee,english breakfast,very sweet,honey,,chocolate powder,2.1
tee,english breakfast,very sweet,honey,fresh,,2.1
tee,english breakfast,very sweet,honey,fresh,chocolate syrup,2.4
tee,english breakfast,very sweet,honey,fresh,strawberry syrup,2.4
tee,english breakfast,very sweet,honey,fresh,caramel syrup,2.4
tee,english breakfast,very sweet,honey,fresh,hazelnut syrup,2.4
tee,english breakfast,very sweet,honey,fresh,vanilla syrup,2.4
tee,english breakfast,very sweet,honey,fresh,cinnamon powder,2.1
tee,english breakfast,very sweet,honey,fresh,chocolate powder,2.1
tee,english breakfast,very sweet,honey,evapore,,2.1
tee,english breakfast,very sweet,honey,evapore,chocolate syrup,2.4
tee,english breakfast,very sweet,honey,evapore,strawberry syrup,2.4
tee,english breakfast,very sweet,honey,evapore,caramel syrup,2.4
tee,english breakfast,very sweet,honey,evapore,hazelnut syrup,2.4
tee,english breakfast,very sweet,honey,evapore,vanilla syrup,2.4
tee,english breakfast,very sweet,honey,evapore,cinnamon powder,2.1
tee,english breakfast,very sweet,honey,evapore,chocolate powder,2.1
tee,english breakfast,very sweet,honey,almond,,2.5
tee,english breakfast,very sweet,honey,almond,chocolate syrup,2.8
tee,english breakfast,very sweet,honey,almond,strawberry syrup,2.8
tee,english breakfast,very sweet,honey,almond,caramel syrup,2.8
tee,english breakfast,very sweet,honey,almond,hazelnut syrup,2.8
tee,english breakfast,very sweet,honey,almond,vanilla syrup,2.8
tee,english breakfast,very sweet,honey,almond,cinnamon powder,2.5
tee,english breakfast,very sweet,honey,almond,chocolate powder,2.5
tee,english breakfast,very sweet,honey,coconut,,2.5
tee,english breakfast,very sweet,honey,coconut,chocolate syrup,2.8
tee,english breakfast,very sweet,honey,coconut,strawberry syrup,2.8
tee,english breakfast,very sweet,honey,coconut,caramel syrup,2.8
tee,english breakfast,very sweet,honey,coconut,hazelnut syrup,2.8
tee,english breakfast,very sweet,honey,coconut,vanilla syrup,2.8
tee,english breakfast,very sweet,honey,coconut,cinnamon powder,2.5
tee,english breakfast,very sweet,honey,coconut,chocolate powder,2.5
tee,english breakfast,very sweet,honey,oat,,2.5
tee,english breakfast,very sweet,honey,oat,chocolate syrup,2.8
tee,english breakfast,very sweet,honey,oat,strawberry syrup,2.8
tee,english breakfast,very sweet,honey,oat,caramel syrup,2.8
tee,english breakfast,very sweet,honey,oat,hazelnut syrup,2.8
tee,english breakfast,very sweet,honey,oat,vanilla syrup,2.8
tee,english breakfast,very sweet,honey,oat,cinnamon powder,2.5
tee,english breakfast,very sweet,honey,oat,chocolate powder,2.5
tee,apple,,,,,1.8
tee,apple,,,,chocolate syrup,2.1
tee,apple,,,,strawberry syrup,2.1
tee,apple,,,,caramel syrup,2.1
tee,apple,,,,hazelnut syrup,2.1
tee,apple,,,,vanilla syrup,2.1
tee,apple,,,,cinnamon powder,1.8
tee,apple,,,,chocolate powder,1.8
tee,apple,,,fresh,,1.8
tee,apple,,,fresh,chocolate syrup,2.1
tee,apple,,,fresh,strawberry syrup,2.1
tee,apple,,,fresh,caramel syrup,2.1
tee,apple,,,fresh,hazelnut syrup,2.1
tee,apple,,,fresh,vanilla syrup,2.1
tee,apple,,,fresh,cinnamon powder,1.8
tee,apple,,,fresh,chocolate powder,1.8
tee,apple,,,evapore,,1.8
tee,apple,,,evapore,chocolate syrup,2.1
tee,apple,,,evapore,strawberry syrup,2.1
tee,apple,,,evapore,caramel syrup,2.1
tee,apple,,,evapore,hazelnut syrup,2.1
tee,apple,,,evapore,vanilla syrup,2.1
tee,apple,,,evapore,cinnamon powder,1.8
tee,apple,,,evapore,chocolate powder,1.8
tee,apple,,,almond,,2.2
tee,apple,,,almond,chocolate syrup,2.5
tee,apple,,,almond,strawberry syrup,2.5
tee,apple,,,almond,caramel syrup,2.5
tee,apple,,,almond,hazelnut syrup,2.5
tee,apple,,,almond,vanilla syrup,2.5
tee,apple,,,almond,cinnamon powder,2.2
tee,apple,,,almond,chocolate powder,2.2
tee,apple,,,coconut,,2.2
tee,apple,,,coconut,chocolate syrup,2.5
tee,apple,,,coconut,strawberry syrup,2.5
tee,apple,,,coconut,caramel syrup,2.5
tee,apple,,,coconut,hazelnut syrup,2.5
tee,apple,,,coconut,vanilla syrup,2.5
tee,apple,,,coconut,cinnamon powder,2.2
tee,apple,,,coconut,chocolate powder,2.2
tee,apple,,,oat,,2.2
tee,apple,,,oat,chocolate syrup,2.5
tee,apple,,,oat,strawberry syrup,2.5
tee,apple,,,oat,caramel syrup,2.5
tee,apple,,,oat,hazelnut syrup,2.5
tee,apple,,,oat,vanilla syrup,2.5
tee,apple,,,oat,cinnamon powder,2.2
tee,apple,,,oat,chocolate powder,2.2
tee,apple,,white,,,1.8
tee,apple,,white,,chocolate syrup,2.1
tee,apple,,white,,strawberry syrup,2.1
tee,apple,,white,,caramel syrup,2.1
tee,apple,,white,,hazelnut syrup,2.1
tee,apple,,white,,vanilla syrup,2.1
tee,apple,,white,,cinnamon powder,1.8
tee,apple,,white,,chocolate powder,1.8
tee,apple,,white,fresh,,1.8
tee,apple,,white,fresh,chocolate syrup,2.1
tee,apple,,white,fresh,strawberry syrup,2.1
tee,apple,,white,fresh,caramel syrup,2.1
tee,apple,,white,fresh,hazelnut syrup,2.1
tee,apple,,white,fresh,vanilla syrup,2.1
tee,apple,,white,fresh,cinnamon powder,1.8
tee,apple,,white,fresh,chocolate powder,1.8
tee,apple,,white,evapore,,1.8
tee,apple,,white,evapore,chocolate syrup,2.1
tee,apple,,white,evapore,strawberry syrup,2.1
tee,apple,,white,evapore,caramel syrup,2.1
tee,apple,,white,evapore,hazelnut syrup,2.1
tee,apple,,white,evapore,vanilla syrup,2.1
tee,apple,,white,evapore,cinnamon powder,1.8
tee,apple,,white,evapore,chocolate powder,1.8
tee,apple,,white,almond,,2.2
tee,apple,,white,almond,chocolate syrup,2.5
tee,apple,,white,almond,strawberry syrup,2.5
tee,apple,,white,almond,caramel syrup,2.5
tee,apple,,white,almond,hazelnut syrup,2.5
tee,apple,,white,almond,vanilla syrup,2.5
tee,apple,,white,almond,cinnamon powder,2.2
tee,apple,,white,almond,chocolate powder,2.2
tee,apple,,white,coconut,,2.2
tee,apple,,white,coconut,chocolate syrup,2.5
tee,apple,,white,coconut,strawberry syrup,2.5
tee,apple,,white,coconut,caramel syrup,2.5
tee,apple,,white,coconut,hazelnut syrup,2.5
tee,apple,,white,coconut,vanilla syrup,2.5
tee,apple,,white,coconut,cinnamon powder,2.2
tee,apple,,white,coconut,chocolate powder,2.2
tee,apple,,white,oat,,2.2
tee,apple,,white,oat,chocolate syrup,2.5
tee,apple,,white,oat,strawberry syrup,2.5
tee,apple,,white,oat,caramel syrup,2.5
tee,apple,,white,oat,hazelnut syrup,2.5
tee,apple,,white,oat,vanilla syrup,2.5
tee,apple,,white,oat,cinnamon powder,2.2
tee,apple,,white,oat,chocolate powder,2.2
tee,apple,,brown,,,1.8
tee,apple,,brown,,chocolate syrup,2.1
tee,apple,,brown,,strawberry syrup,2.1
tee,apple,,brown,,caramel syrup,2.1
tee,apple,,brown,,hazelnut syrup,2.1
tee,apple,,brown,,vanilla syrup,2.1
tee,apple,,brown,,cinnamon powder,1.8
tee,apple,,brown,,chocolate powder,1.8
tee,apple,,brown,fresh,,1.8
tee,apple,,brown,fresh,chocolate syrup,2.1
tee,apple,,brown,fresh,strawberry syrup,2.1
tee,apple,,brown,fresh,caramel syrup,2.1
tee,apple,,brown,fresh,hazelnut syrup,2.1
tee,apple,,brown,fresh,vanilla syrup,2.1
tee,apple,,brown,fresh,cinnamon powder,1.8
tee,apple,,brown,fresh,chocolate powder,1.8
tee,apple,,brown,evapore,,1.8
tee,apple,,brown,evapore,chocolate syrup,2.1
tee,apple,,brown,evapore,strawberry syrup,2.1
tee,apple,,brown,evapore,caramel syrup,2.1
tee,apple,,brown,evapore,hazelnut syrup,2.1
tee,apple,,brown,evapore,vanilla syrup,2.1
tee,apple,,brown,evapore,cinnamon powder,1.8
tee,apple,,brown,evapore,chocolate powder,1.8
tee,apple,,brown,almond,,2.2
tee,apple,,brown,almond,chocolate syrup,2.5
tee,apple,,brown,almond,strawberry syrup,2.5
tee,apple,,brown,almond,caramel syrup,2.5
tee,apple,,brown,almond,hazelnut syrup,2.5
tee,apple,,brown,almond,vanilla syrup,2.5
tee,apple,,brown,almond,cinnamon powder,2.2
tee,apple,,brown,almond,chocolate powder,2.2
tee,apple,,brown,coconut,,2.2
tee,apple,,brown,coconut,chocolate syrup,2.5
tee,apple,,brown,coconut,strawberry syrup,2.5
tee,apple,,brown,coconut,caramel syrup,2.5
tee,apple,,brown,coconut,hazelnut syrup,2.5
tee,apple,,brown,coconut,vanilla syrup,2.5
tee,apple,,brown,coconut,cinnamon powder,2.2
tee,apple,,brown,coconut,chocolate powder,2.2
tee,apple,,brown,oat,,2.2
tee,apple,,brown,oat,chocolate syrup,2.5
tee,apple,,brown,oat,strawberry syrup,2.5
tee,apple,,brown,oat,caramel syrup,2.5
tee,apple,,brown,oat,hazelnut syrup,2.5
tee,apple,,brown,oat,vanilla syrup,2.5
tee,apple,,brown,oat,cinnamon powder,2.2
tee,apple,,brown,oat,chocolate powder,2.2
tee,apple,,saccharin,,,1.8
tee,apple,,saccharin,,chocolate syrup,2.1
tee,apple,,saccharin,,strawberry syrup,2.1
tee,apple,,saccharin,,caramel syrup,2.1
tee,apple,,saccharin,,hazelnut syrup,2.1
tee,apple,,saccharin,,vanilla syrup,2.1
tee,apple,,saccharin,,cinnamon powder,1.8
tee,apple,,saccharin,,chocolate powder,1.8
tee,apple,,saccharin,fresh,,1.8
tee,apple,,saccharin,fresh,chocolate syrup,2.1
tee,apple,,saccharin,fresh,strawberry syrup,2.1
tee,apple,,saccharin,fresh,caramel syrup,2.1
tee,apple,,saccharin,fresh,hazelnut syrup,2.1
tee,apple,,saccharin,fresh,vanilla syrup,2.1
tee,apple,,saccharin,fresh,cinnamon powder,1.8
tee,apple,,saccharin,fresh,chocolate powder,1.8
tee,apple,,saccharin,evapore,,1.8
tee,apple,,saccharin,evapore,chocolate syrup,2.1
tee,apple,,saccharin,evapore,strawberry syrup,2.1
tee,apple,,saccharin,evapore,caramel syrup,2.1
tee,apple,,saccharin,evapore,hazelnut syrup,2.1
tee,apple,,saccharin,evapore,vanilla syrup,2.1
tee,apple,,saccharin,evapore,cinnamon powder,1.8
tee,apple,,saccharin,evapore,chocolate powder,1.8
tee,apple,,saccharin,almond,,2.2
tee,apple,,saccharin,almond,chocolate syrup,2.5
tee,apple,,saccharin,almond,strawberry syrup,2.5
tee,apple,,saccharin,almond,caramel syrup,2.5
tee,apple,,saccharin,almond,hazelnut syrup,2.5
tee,apple,,saccharin,almond,vanilla syrup,2.5
tee,apple,,saccharin,almond,cinnamon powder,2.2
tee,apple,,saccharin,almond,chocolate powder,2.2
tee,apple,,saccharin,coconut,,2.2
tee,apple,,saccharin,coconut,chocolate syrup,2.5
tee,apple,,saccharin,coconut,strawberry syrup,2.5
tee,apple,,saccharin,coconut,caramel syrup,2.5
tee,apple,,saccharin,coconut,hazelnut syrup,2.5
tee,apple,,saccharin,coconut,vanilla syrup,2.5
tee,apple,,saccharin,coconut,cinnamon powder,2.2
tee,apple,,saccharin,coconut,chocolate powder,2.2
tee,apple,,saccharin,oat,,2.2
tee,apple,,saccharin,oat,chocolate syrup,2.5
tee,apple,,saccharin,oat,strawberry syrup,2.5
tee,apple,,saccharin,oat,caramel syrup,2.5
tee,apple,,saccharin,oat,hazelnut syrup,2.5
tee,apple,,saccharin,oat,vanilla syrup,2.5
tee,apple,,saccharin,oat,cinnamon powder,2.2
tee,apple,,saccharin,oat,chocolate powder,2.2
tee,apple,,stevia,,,1.8
tee,apple,,stevia,,chocolate syrup,2.1
tee,apple,,stevia,,strawberry syrup,2.1
tee,apple,,stevia,,caramel syrup,2.1
tee,apple,,stevia,,hazelnut syrup,2.1
tee,apple,,stevia,,vanilla syrup,2.1
tee,apple,,stevia,,cinnamon powder,1.8
tee,apple,,stevia,,chocolate powder,1.8
tee,apple,,stevia,fresh,,1.8
tee,apple,,stevia,fresh,chocolate syrup,2.1
tee,apple,,stevia,fresh,strawberry syrup,2.1
tee,apple,,stevia,fresh,caramel syrup,2.1
tee,apple,,stevia,fresh,hazelnut syrup,2.1
tee,apple,,stevia,fresh,vanilla syrup,2.1
tee,apple,,stevia,fresh,cinnamon powder,1.8
tee,apple,,stevia,fresh,chocolate powder,1.8
tee,apple,,stevia,evapore,,1.8
tee,apple,,stevia,evapore,chocolate syrup,2.1
tee,apple,,stevia,evapore,strawberry syrup,2.1
tee,apple,,stevia,evapore,caramel syrup,2.1
tee,apple,,stevia,evapore,hazelnut syrup,2.1
tee,apple,,stevia,evapore,vanilla syrup,2.1
tee,apple,,stevia,evapore,cinnamon powder,1.8
tee,apple,,stevia,evapore,chocolate powder,1.8
tee,apple,,stevia,almond,,2.2
tee,apple,,stevia,almond,chocolate syrup,2.5
tee,apple,,stevia,almond,strawberry syrup,2.5
tee,apple,,stevia,almond,caramel syrup,2.5
tee,apple,,stevia,almond,hazelnut syrup,2.5
tee,apple,,stevia,almond,vanilla syrup,2.5
tee,apple,,stevia,almond,cinnamon powder,2.2
tee,apple,,stevia,almond,chocolate powder,2.2
tee,apple,,stevia,coconut,,2.2
tee,apple,,stevia,coconut,chocolate syrup,2.5
tee,apple,,stevia,coconut,strawberry syrup,2.5
tee,apple,,stevia,coconut,caramel syrup,2.5
tee,apple,,stevia,coconut,hazelnut syrup,2.5
tee,apple,,stevia,coconut,vanilla syrup,2.5
tee,apple,,stevia,coconut,cinnamon powder,2.2
tee,apple,,stevia,coconut,chocolate powder,2.2
tee,apple,,stevia,oat,,2.2
tee,apple,,stevia,oat,chocolate syrup,2.5
tee,apple,,stevia,oat,strawberry syrup,2.5
tee,apple,,stevia,oat,caramel syrup,2.5
tee,apple,,stevia,oat,hazelnut syrup,2.5
tee,apple,,stevia,oat,vanilla syrup,2.5
tee,apple,,stevia,oat,cinnamon powder,2.2
tee,apple,,stevia,oat,chocolate powder,2.2
tee,apple,,honey,,,2.1
tee,apple,,honey,,chocolate syrup,2.4
tee,apple,,honey,,strawberry syrup,2.4
tee,apple,,honey,,caramel syrup,2.4
tee,apple,,honey,,hazelnut syrup,2.4
tee,apple,,honey,,vanilla syrup,2.4
tee,apple,,honey,,cinnamon powder,2.1
tee,apple,,honey,,chocolate powder,2.1
tee,apple,,honey,fresh,,2.1
tee,apple,,honey,fresh,chocolate syrup,2.4
tee,apple,,honey,fresh,strawberry syrup,2.4
tee,apple,,honey,fresh,caramel syrup,2.4
tee,apple,,honey,fresh,hazelnut syrup,2.4
tee,apple,,honey,fresh,vanilla syrup,2.4
tee,apple,,honey,fresh,cinnamon powder,2.1
tee,apple,,honey,fresh,chocolate powder,2.1
tee,apple,,honey,evapore,,2.1
tee,apple,,honey,evapore,chocolate syrup,2.4
tee,apple,,honey,evapore,strawberry syrup,2.4
tee,apple,,honey,evapore,caramel syrup,2.4
tee,apple,,honey,evapore,hazelnut syrup,2.4
tee,apple,,honey,evapore,vanilla syrup,2.4
tee,apple,,honey,evapore,cinnamon powder,2.1
tee,apple,,honey,evapore,chocolate powder,2.1
tee,apple,,honey,almond,,2.5
tee,apple,,honey,almond,chocolate syrup,2.8
tee,apple,,honey,almond,strawberry syrup,2.8
tee,apple,,honey,almond,caramel syrup,2.8
tee,apple,,honey,almond,hazelnut syrup,2.8
tee,apple,,honey,almond,vanilla syrup,2.8
tee,apple,,honey,almond,cinnamon powder,2.5
tee,apple,,honey,almond,chocolate powder,2.5
tee,apple,,honey,coconut,,2.5
tee,apple,,honey,coconut,chocolate syrup,2.8
tee,apple,,honey,coconut,strawberry syrup,2.8
tee,apple,,honey,coconut,caramel syrup,2.8
tee,apple,,honey,coconut,hazelnut syrup,2.8
tee,apple,,honey,coconut,vanilla syrup,2.8
tee,apple,,honey,coconut,cinnamon powder,2.5
tee,apple,,honey,coconut,chocolate powder,2.5
tee,apple,,honey,oat,,2.5
tee,apple,,honey,oat,chocolate syrup,2.8
tee,apple,,honey,oat,strawberry syrup,2.8
tee,apple,,honey,oat,caramel syrup,2.8
tee,apple,,honey,oat,hazelnut syrup,2.8
tee,apple,,honey,oat,vanilla syrup,2.8
tee,apple,,honey,oat,cinnamon powder,2.5
tee,apple,,honey,oat,chocolate powder,2.5
tee,apple,little,,,,1.8
tee,apple,little,,,chocolate syrup,2.1
tee,apple,little,,,strawberry syrup,2.1
tee,apple,little,,,caramel syrup,2.1
tee,apple,little,,,hazelnut syrup,2.1
tee,apple,little,,,vanilla syrup,2.1
tee,apple,little,,,cinnamon powder,1.8
tee,apple,little,,,chocolate powder,1.8
tee,apple,little,,fresh,,1.8
tee,apple,little,,fresh,chocolate syrup,2.1
tee,apple,little,,fresh,strawberry syrup,2.1
tee,apple,little,,fresh,caramel syrup,2.1
tee,apple,little,,fresh,hazelnut syrup,2.1
tee,apple,little,,fresh,vanilla syrup,2.1
tee,apple,little,,fresh,cinnamon powder,1.8
tee,apple,little,,fresh,chocolate powder,1.8
tee,apple,little,,evapore,,1.8
tee,apple,little,,evapore,chocolate syrup,2.1
tee,apple,little,,evapore,strawberry syrup,2.1
tee,apple,little,,evapore,caramel syrup,2.1
tee,apple,little,,evapore,hazelnut syrup,2.1
tee,apple,little,,evapore,vanilla syrup,2.1
tee,apple,little,,evapore,cinnamon powder,1.8
tee,apple,little,,evapore,chocolate powder,1.8
tee,apple,little,,almond,,2.2
tee,apple,little,,almond,chocolate syrup,2.5
tee,apple,little,,almond,strawberry syrup,2.5
tee,apple,little,,almond,caramel syrup,2.5
tee,apple,little,,almond,hazelnut syrup,2.5
tee,apple,little,,almond,vanilla syrup,2.5
tee,apple,little,,almond,cinnamon powder,2.2
tee,apple,little,,almond,chocolate powder,2.2
tee,apple,little,,coconut,,2.2
tee,apple,little,,coconut,chocolate syrup,2.5
tee,apple,little,,coconut,strawberry syrup,2.5
tee,apple,little,,coconut,caramel syrup,2.5
tee,apple,little,,coconut,hazelnut syrup,2.5
tee,apple,little,,coconut,vanilla syrup,2.5
tee,apple,little,,coconut,cinnamon powder,2.2
tee,apple,little,,coconut,chocolate powder,2.2
tee,apple,little,,oat,,2.2
tee,apple,little,,oat,chocolate syrup,2.5
tee,apple,little,,oat,strawberry syrup,2.5
tee,apple,little,,oat,caramel syrup,2.5
tee,apple,little,,oat,hazelnut syrup,2.5
tee,apple,little,,oat,vanilla syrup,2.5
tee,apple,little,,oat,cinnamon powder,2.2
tee,apple,little,,oat,chocolate powder,2.2
tee,apple,little,white,,,1.8
tee,apple,little,white,,chocolate syrup,2.1
tee,apple,little,white,,strawberry syrup,2.1
tee,apple,little,white,,caramel syrup,2.1
tee,apple,little,white,,hazelnut syrup,2.1
tee,apple,little,white,,vanilla syrup,2.1
tee,apple,little,white,,cinnamon powder,1.8
tee,apple,little,white,,chocolate powder,1.8
tee,apple,little,white,fresh,,1.8
tee,apple,little,white,fresh,chocolate syrup,2.1
tee,apple,little,white,fresh,strawberry syrup,2.1
tee,apple,little,white,fresh,caramel syrup,2.1
tee,apple,little,white,fresh,hazelnut syrup,2.1
tee,apple,little,white,fresh,vanilla syrup,2.1
tee,apple,little,white,fresh,cinnamon powder,1.8
tee,apple,little,white,fresh,chocolate powder,1.8
tee,apple,little,white,evapore,,1.8
tee,apple,little,white,evapore,chocolate syrup,2.1
tee,apple,little,white,evapore,strawberry syrup,2.1
tee,apple,little,white,evapore,caramel syrup,2.1
tee,apple,little,white,evapore,hazelnut syrup,2.1
tee,apple,little,white,evapore,vanilla syrup,2.1
tee,apple,little,white,evapore,cinnamon powder,1.8
tee,apple,little,white,evapore,chocolate powder,1.8
tee,apple,little,white,almond,,2.2
tee,apple,little,white,almond,chocolate syrup,2.5
tee,apple,little,white,almond,strawberry syrup,2.5
tee,apple,little,white,almond,caramel syrup,2.5
tee,apple,little,white,almond,hazelnut syrup,2.5
tee,apple,little,white,almond,vanilla syrup,2.5
tee,apple,little,white,almond,cinnamon powder,2.2
tee,apple,little,white,almond,chocolate powder,2.2
tee,apple,little,white,coconut,,2.2
tee,apple,little,white,coconut,chocolate syrup,2.5
tee,apple,little,white,coconut,strawberry syrup,2.5
tee,apple,little,white,coconut,caramel syrup,2.5
tee,apple,little,white,coconut,hazelnut syrup,2.5
tee,apple,little,white,coconut,vanilla syrup,2.5
tee,apple,little,white,coconut,cinnamon powder,2.2
tee,apple,little,white,coconut,chocolate powder,2.2
tee,apple,little,white,oat,,2.2
tee,apple,little,white,oat,chocolate syrup,2.5
tee,apple,little,white,oat,strawberry syrup,2.5
tee,apple,little,white,oat,caramel syrup,2.5
tee,apple,little,white,oat,hazelnut syrup,2.5
tee,apple,little,white,oat,vanilla syrup,2.5
tee,apple,little,white,oat,cinnamon powder,2.2
tee,apple,little,white,oat,chocolate powder,2.2
tee,apple,little,brown,,,1.8
tee,apple,little,brown,,chocolate syrup,2.1
tee,apple,little,brown,,strawberry syrup,2.1
tee,apple,little,brown,,caramel syrup,2.1
tee,apple,little,brown,,hazelnut syrup,2.1
tee,apple,little,brown,,vanilla syrup,2.1
tee,apple,little,brown,,cinnamon powder,1.8
tee,apple,little,brown,,chocolate powder,1.8
tee,apple,little,brown,fresh,,1.8
tee,apple,little,brown,fresh,chocolate syrup,2.1
tee,apple,little,brown,fresh,strawberry syrup,2.1
tee,apple,little,brown,fresh,caramel syrup,2.1
tee,apple,little,brown,fresh,hazelnut syrup,2.1
tee,apple,little,brown,fresh,vanilla syrup,2.1
tee,apple,little,brown,fresh,cinnamon powder,1.8
tee,apple,little,brown,fresh,chocolate powder,1.8
tee,apple,little,brown,evapore,,1.8
tee,apple,little,brown,evapore,chocolate syrup,2.1
tee,apple,little,brown,evapore,strawberry syrup,2.1
tee,apple,little,brown,evapore,caramel syrup,2.1
tee,apple,little,brown,evapore,hazelnut syrup,2.1
tee,apple,little,brown,evapore,vanilla syrup,2.1
tee,apple,little,brown,evapore,cinnamon powder,1.8
tee,apple,little,brown,evapore,chocolate powder,1.8
tee,apple,little,brown,almond,,2.2
tee,apple,little,brown,almond,chocolate syrup,2.5
tee,apple,little,brown,almond,strawberry syrup,2.5
tee,apple,little,brown,almond,caramel syrup,2.5
tee,apple,little,brown,almond,hazelnut syrup,2.5
tee,apple,little,brown,almond,vanilla syrup,2.5
tee,apple,little,brown,almond,cinnamon powder,2.2
tee,apple,little,brown,almond,chocolate powder,2.2
tee,apple,little,brown,coconut,,2.2
tee,apple,little,brown,coconut,chocolate syrup,2.5
tee,apple,little,brown,coconut,strawberry syrup,2.5
tee,apple,little,brown,coconut,caramel syrup,2.5
tee,apple,little,brown,coconut,hazelnut syrup,2.5
tee,apple,little,brown,coconut,vanilla syrup,2.5
tee,apple,little,brown,coconut,cinnamon powder,2.2
tee,apple,little,brown,coconut,chocolate powder,2.2
tee,apple,little,brown,oat,,2.2
